n,MMRE,MdMRE,PRED_15,PRED_30,pct_subestimadas,spearman_rho,pearson_r_log
4329,2.922886376935525,0.3333333333333333,0.398013398013398,0.4596904596904597,0.24047124047124047,0.7932534256554079,0.7809992390554399
