n,MMRE,MdMRE,PRED_15,PRED_30,pct_subestimados,desviacion_mediana_pct
120,0.3928734274984275,0.3798076923076923,0.16666666666666666,0.30833333333333335,0.8083333333333333,58.57142857142856
